../data/training_images/7c2b5fa7fefd29566bacc3fc14de73d35d64da6c.jpg,4264,815,4324,875,elephant
../data/training_images/7c2b5fa7fefd29566bacc3fc14de73d35d64da6c.jpg,4468,677,4528,737,elephant
../data/training_images/a46adbea1faf34cf3ecbad37886b33fb01fd8c63.jpg,2751,232,2811,292,elephant
../data/training_images/e67a5464acd5bcec0c6b84d0a99961a66981a2ea.jpg,586,858,666,938,elephant
../data/training_images/e67a5464acd5bcec0c6b84d0a99961a66981a2ea.jpg,534,846,614,926,elephant
../data/training_images/e67a5464acd5bcec0c6b84d0a99961a66981a2ea.jpg,426,783,506,863,elephant
../data/training_images/e67a5464acd5bcec0c6b84d0a99961a66981a2ea.jpg,293,836,373,916,elephant
../data/training_images/e67a5464acd5bcec0c6b84d0a99961a66981a2ea.jpg,488,670,568,750,elephant
../data/training_images/e67a5464acd5bcec0c6b84d0a99961a66981a2ea.jpg,575,751,655,831,elephant
../data/training_images/e67a5464acd5bcec0c6b84d0a99961a66981a2ea.jpg,770,758,850,838,elephant
../data/training_images/e67a5464acd5bcec0c6b84d0a99961a66981a2ea.jpg,1039,944,1119,1024,elephant
../data/training_images/e67a5464acd5bcec0c6b84d0a99961a66981a2ea.jpg,955,1282,1035,1362,elephant
../data/training_images/e67a5464acd5bcec0c6b84d0a99961a66981a2ea.jpg,789,1474,869,1554,elephant
../data/training_images/e67a5464acd5bcec0c6b84d0a99961a66981a2ea.jpg,663,1548,743,1628,elephant
../data/training_images/e67a5464acd5bcec0c6b84d0a99961a66981a2ea.jpg,960,1460,1040,1540,elephant
../data/training_images/e67a5464acd5bcec0c6b84d0a99961a66981a2ea.jpg,1367,1254,1447,1334,elephant
../data/training_images/e67a5464acd5bcec0c6b84d0a99961a66981a2ea.jpg,1475,1275,1555,1355,elephant
../data/training_images/e67a5464acd5bcec0c6b84d0a99961a66981a2ea.jpg,1548,1545,1628,1625,elephant
../data/training_images/e67a5464acd5bcec0c6b84d0a99961a66981a2ea.jpg,1763,1142,1843,1222,elephant
../data/training_images/e67a5464acd5bcec0c6b84d0a99961a66981a2ea.jpg,1803,1047,1883,1127,elephant
../data/training_images/e67a5464acd5bcec0c6b84d0a99961a66981a2ea.jpg,1570,980,1650,1060,elephant
../data/training_images/e67a5464acd5bcec0c6b84d0a99961a66981a2ea.jpg,2871,1214,2951,1294,elephant
../data/training_images/e67a5464acd5bcec0c6b84d0a99961a66981a2ea.jpg,2886,1158,2966,1238,elephant
../data/training_images/e67a5464acd5bcec0c6b84d0a99961a66981a2ea.jpg,2951,1241,3031,1321,elephant
../data/training_images/e67a5464acd5bcec0c6b84d0a99961a66981a2ea.jpg,3176,1223,3256,1303,elephant
../data/training_images/e67a5464acd5bcec0c6b84d0a99961a66981a2ea.jpg,3234,1163,3314,1243,elephant
../data/training_images/e67a5464acd5bcec0c6b84d0a99961a66981a2ea.jpg,3001,958,3081,1038,elephant
../data/training_images/e67a5464acd5bcec0c6b84d0a99961a66981a2ea.jpg,2951,900,3031,980,elephant
../data/training_images/e67a5464acd5bcec0c6b84d0a99961a66981a2ea.jpg,3461,1154,3541,1234,elephant
../data/training_images/e67a5464acd5bcec0c6b84d0a99961a66981a2ea.jpg,3364,1360,3444,1440,elephant
../data/training_images/e67a5464acd5bcec0c6b84d0a99961a66981a2ea.jpg,3316,1372,3396,1452,elephant
../data/training_images/e67a5464acd5bcec0c6b84d0a99961a66981a2ea.jpg,3643,1253,3723,1333,elephant
../data/training_images/e67a5464acd5bcec0c6b84d0a99961a66981a2ea.jpg,3749,1227,3829,1307,elephant
../data/training_images/e67a5464acd5bcec0c6b84d0a99961a66981a2ea.jpg,3656,1517,3736,1597,elephant
../data/training_images/e67a5464acd5bcec0c6b84d0a99961a66981a2ea.jpg,2975,1662,3055,1742,elephant
../data/training_images/e67a5464acd5bcec0c6b84d0a99961a66981a2ea.jpg,3380,2070,3460,2150,elephant
../data/training_images/e67a5464acd5bcec0c6b84d0a99961a66981a2ea.jpg,3587,1836,3667,1916,elephant
../data/training_images/e67a5464acd5bcec0c6b84d0a99961a66981a2ea.jpg,4012,1789,4092,1869,elephant
../data/training_images/e67a5464acd5bcec0c6b84d0a99961a66981a2ea.jpg,4068,1645,4148,1725,elephant
../data/training_images/e67a5464acd5bcec0c6b84d0a99961a66981a2ea.jpg,4234,1632,4314,1712,elephant
../data/training_images/e67a5464acd5bcec0c6b84d0a99961a66981a2ea.jpg,4456,1630,4536,1710,elephant
../data/training_images/e67a5464acd5bcec0c6b84d0a99961a66981a2ea.jpg,4492,1524,4572,1604,elephant
../data/training_images/e67a5464acd5bcec0c6b84d0a99961a66981a2ea.jpg,4443,1479,4523,1559,elephant
../data/training_images/e67a5464acd5bcec0c6b84d0a99961a66981a2ea.jpg,4929,1428,5009,1508,elephant
../data/training_images/e67a5464acd5bcec0c6b84d0a99961a66981a2ea.jpg,4976,1702,5056,1782,elephant
../data/training_images/e67a5464acd5bcec0c6b84d0a99961a66981a2ea.jpg,4971,1674,5051,1754,elephant
../data/training_images/e67a5464acd5bcec0c6b84d0a99961a66981a2ea.jpg,4837,1693,4917,1773,elephant
../data/training_images/e67a5464acd5bcec0c6b84d0a99961a66981a2ea.jpg,4664,1756,4744,1836,elephant
../data/training_images/e67a5464acd5bcec0c6b84d0a99961a66981a2ea.jpg,4587,1805,4667,1885,elephant
../data/training_images/e67a5464acd5bcec0c6b84d0a99961a66981a2ea.jpg,4544,2415,4624,2495,elephant
../data/training_images/e67a5464acd5bcec0c6b84d0a99961a66981a2ea.jpg,4606,2477,4686,2557,elephant
../data/training_images/e67a5464acd5bcec0c6b84d0a99961a66981a2ea.jpg,4325,2446,4405,2526,elephant
../data/training_images/e67a5464acd5bcec0c6b84d0a99961a66981a2ea.jpg,2546,1873,2626,1953,elephant
../data/training_images/e67a5464acd5bcec0c6b84d0a99961a66981a2ea.jpg,5448,3247,5528,3327,elephant
../data/training_images/e67a5464acd5bcec0c6b84d0a99961a66981a2ea.jpg,5302,2871,5382,2951,elephant
../data/training_images/e67a5464acd5bcec0c6b84d0a99961a66981a2ea.jpg,463,524,543,604,elephant
../data/training_images/e67a5464acd5bcec0c6b84d0a99961a66981a2ea.jpg,185,543,265,623,elephant
../data/training_images/e67a5464acd5bcec0c6b84d0a99961a66981a2ea.jpg,177,480,257,560,elephant
../data/training_images/e67a5464acd5bcec0c6b84d0a99961a66981a2ea.jpg,287,562,367,642,elephant
../data/training_images/e67a5464acd5bcec0c6b84d0a99961a66981a2ea.jpg,153,317,233,397,elephant
../data/training_images/e67a5464acd5bcec0c6b84d0a99961a66981a2ea.jpg,-15,380,65,460,elephant
../data/training_images/e67a5464acd5bcec0c6b84d0a99961a66981a2ea.jpg,-6,363,74,443,elephant
../data/training_images/e67a5464acd5bcec0c6b84d0a99961a66981a2ea.jpg,623,1088,703,1168,elephant
../data/training_images/e67a5464acd5bcec0c6b84d0a99961a66981a2ea.jpg,1478,1165,1558,1245,elephant
../data/training_images/e67a5464acd5bcec0c6b84d0a99961a66981a2ea.jpg,3804,1458,3884,1538,elephant
../data/training_images/e67a5464acd5bcec0c6b84d0a99961a66981a2ea.jpg,3630,1947,3710,2027,elephant
../data/training_images/e67a5464acd5bcec0c6b84d0a99961a66981a2ea.jpg,2635,2134,2715,2214,elephant
../data/training_images/e67a5464acd5bcec0c6b84d0a99961a66981a2ea.jpg,4433,2403,4513,2483,elephant
../data/training_images/e67a5464acd5bcec0c6b84d0a99961a66981a2ea.jpg,5237,2863,5317,2943,elephant
../data/training_images/e67a5464acd5bcec0c6b84d0a99961a66981a2ea.jpg,5245,2885,5325,2965,elephant
../data/training_images/e67a5464acd5bcec0c6b84d0a99961a66981a2ea.jpg,1102,899,1182,979,elephant
../data/training_images/e67a5464acd5bcec0c6b84d0a99961a66981a2ea.jpg,975,1487,1055,1567,elephant
../data/training_images/ed7848685e2b1323b7a7442ad2373e7f64c16caa.jpg,1488,2046,1548,2106,elephant
../data/training_images/045498edab1c4c373cb7eff56cdc4f57ab75e772.jpg,2189,-16,2249,44,elephant
../data/training_images/045498edab1c4c373cb7eff56cdc4f57ab75e772.jpg,2053,25,2113,85,elephant
../data/training_images/045498edab1c4c373cb7eff56cdc4f57ab75e772.jpg,2254,370,2314,430,elephant
../data/training_images/045498edab1c4c373cb7eff56cdc4f57ab75e772.jpg,2150,370,2210,430,elephant
../data/training_images/045498edab1c4c373cb7eff56cdc4f57ab75e772.jpg,2062,221,2122,281,elephant
../data/training_images/045498edab1c4c373cb7eff56cdc4f57ab75e772.jpg,2030,99,2090,159,elephant
../data/training_images/5e64d752f7fea35fdb0758a04941a19d7b8ffbd1.jpg,1439,1231,1499,1291,elephant
../data/training_images/5e64d752f7fea35fdb0758a04941a19d7b8ffbd1.jpg,2179,2769,2239,2829,elephant
../data/training_images/5e64d752f7fea35fdb0758a04941a19d7b8ffbd1.jpg,1381,3012,1441,3072,elephant
../data/training_images/5e64d752f7fea35fdb0758a04941a19d7b8ffbd1.jpg,1842,2933,1902,2993,elephant
../data/training_images/5e64d752f7fea35fdb0758a04941a19d7b8ffbd1.jpg,1997,3085,2057,3145,elephant
../data/training_images/5e64d752f7fea35fdb0758a04941a19d7b8ffbd1.jpg,1801,2898,1861,2958,elephant
../data/training_images/5e64d752f7fea35fdb0758a04941a19d7b8ffbd1.jpg,1759,3038,1819,3098,elephant
../data/training_images/5e64d752f7fea35fdb0758a04941a19d7b8ffbd1.jpg,1702,3095,1762,3155,elephant
../data/training_images/5e64d752f7fea35fdb0758a04941a19d7b8ffbd1.jpg,1886,3186,1946,3246,elephant
../data/training_images/5e64d752f7fea35fdb0758a04941a19d7b8ffbd1.jpg,1604,3136,1664,3196,elephant
../data/training_images/5e64d752f7fea35fdb0758a04941a19d7b8ffbd1.jpg,1651,3114,1711,3174,elephant
../data/training_images/5e64d752f7fea35fdb0758a04941a19d7b8ffbd1.jpg,1557,3222,1617,3282,elephant
../data/training_images/5e64d752f7fea35fdb0758a04941a19d7b8ffbd1.jpg,1494,3244,1554,3304,elephant
../data/training_images/5e64d752f7fea35fdb0758a04941a19d7b8ffbd1.jpg,1491,3126,1551,3186,elephant
../data/training_images/5e64d752f7fea35fdb0758a04941a19d7b8ffbd1.jpg,1513,3085,1573,3145,elephant
../data/training_images/5e64d752f7fea35fdb0758a04941a19d7b8ffbd1.jpg,1611,3012,1671,3072,elephant
../data/training_images/5e64d752f7fea35fdb0758a04941a19d7b8ffbd1.jpg,1604,2914,1664,2974,elephant
../data/training_images/5e64d752f7fea35fdb0758a04941a19d7b8ffbd1.jpg,1614,2838,1674,2898,elephant
../data/training_images/5e64d752f7fea35fdb0758a04941a19d7b8ffbd1.jpg,1453,3112,1513,3172,elephant
../data/training_images/5e64d752f7fea35fdb0758a04941a19d7b8ffbd1.jpg,1420,3124,1480,3184,elephant
